id,calsim_id,name,description,reservoir_entity_id,variable_type,is_aggregate,aggregated_variable_ids,trigger_threshold,unit_id,temporal_scale_id,variable_version_id,variable_id,created_by,updated_by
170,S_SHSTALEVEL3DV,Shasta Level 3,Shasta Lake storage level 3 decision variable,66,storage_level,false,,,1,3,1,34ac6115-1923-4594-b136-7944db44bb7f,1,
171,S_SHSTALEVEL4DV,Shasta Level 4,Shasta Lake storage level 4 decision variable,66,storage_level,false,,,1,3,1,533f71e9-8936-4574-85be-134eaf2532db,1,
172,S_SHSTALEVEL5DV,Shasta Level 5,Shasta Lake storage level 5 decision variable,66,storage_level,false,,,1,3,1,4ab220cd-ce95-418f-8f68-71074ce08263,1,
173,S_SHSTALEVEL6DV,Shasta Level 6,Shasta Lake storage level 6 decision variable,66,storage_level,false,,,1,3,1,73b50ed5-b6ca-455b-8abd-dbcf645e8d42,1,
174,S_SILVRLEVEL1DV,Silver Lake Level 1,Silver Lake storage level 1 decision variable,67,storage_level,false,,,1,3,1,db8fc2ec-2e5a-49ba-bbb6-c79d694ac312,1,
175,S_SILVRLEVEL2DV,Silver Lake Level 2,Silver Lake storage level 2 decision variable,67,storage_level,false,,,1,3,1,577eb0bd-cffd-40f1-b642-71dffdb331b4,1,
176,S_SILVRLEVEL3DV,Silver Lake Level 3,Silver Lake storage level 3 decision variable,67,storage_level,false,,,1,3,1,275f07b2-2799-4012-aed1-0bdf694e4954,1,
177,S_SILVRLEVEL4DV,Silver Lake Level 4,Silver Lake storage level 4 decision variable,67,storage_level,false,,,1,3,1,acc8cdb0-c097-4532-92d8-a3ef5e57f8f1,1,
178,S_SILVRLEVEL5DV,Silver Lake Level 5,Silver Lake storage level 5 decision variable,67,storage_level,false,,,1,3,1,054d3241-9cc6-4fda-a442-b63b867ddd41,1,
179,S_SLUIS_CVPLEVEL1DV,San Luis CVP Level 1,San Luis CVP storage level 1 decision variable,70,storage_level,false,,,1,3,1,7cc7a0b7-eb12-4d48-b321-576cd43cbfc0,1,
180,S_SLUIS_CVPLEVEL2DV,San Luis CVP Level 2,San Luis CVP storage level 2 decision variable,70,storage_level,false,,,1,3,1,3feb24c4-3c8e-4ec0-a3b8-774fe7ee0d51,1,
181,S_SLUIS_CVPLEVEL3DV,San Luis CVP Level 3,San Luis CVP storage level 3 decision variable,70,storage_level,false,,,1,3,1,0f2a757e-73ea-4112-a8c3-3d7612d9b835,1,
182,S_SLUIS_CVPLEVEL4DV,San Luis CVP Level 4,San Luis CVP storage level 4 decision variable,70,storage_level,false,,,1,3,1,1954a022-11bf-4cf4-bfc3-1bd8903f537c,1,
183,S_SLUIS_CVPLEVEL5DV,San Luis CVP Level 5,San Luis CVP storage level 5 decision variable,70,storage_level,false,,,1,3,1,f03abb2e-160f-4a35-8c42-c2b62dd81926,1,
184,S_SLUIS_SWPLEVEL1DV,San Luis SWP Level 1,San Luis SWP storage level 1 decision variable,71,storage_level,false,,,1,3,1,011016ad-32e4-430f-88df-381fd2a413bb,1,
185,S_SLUIS_SWPLEVEL2DV,San Luis SWP Level 2,San Luis SWP storage level 2 decision variable,71,storage_level,false,,,1,3,1,d215ecf5-ac08-4765-b934-9e49918e1e1c,1,
186,S_SLUIS_SWPLEVEL3DV,San Luis SWP Level 3,San Luis SWP storage level 3 decision variable,71,storage_level,false,,,1,3,1,cb57793e-5f0a-468d-a5e1-70bafcc4400b,1,
187,S_SLUIS_SWPLEVEL4DV,San Luis SWP Level 4,San Luis SWP storage level 4 decision variable,71,storage_level,false,,,1,3,1,3101b2d4-bf1e-4083-9f7c-a6fd89e11e64,1,
188,S_SLUIS_SWPLEVEL5DV,San Luis SWP Level 5,San Luis SWP storage level 5 decision variable,71,storage_level,false,,,1,3,1,af226ea7-08b3-428f-9d70-72ca2d2d3861,1,
189,S_SLYCKLEVEL1DV,Sly Creek Level 1,Sly Creek Reservoir storage level 1 decision variable,72,storage_level,false,,,1,3,1,f99d6dcf-8790-4135-ba8e-fd579560d654,1,
190,S_SLYCKLEVEL2DV,Sly Creek Level 2,Sly Creek Reservoir storage level 2 decision variable,72,storage_level,false,,,1,3,1,b30f4ef8-b98e-4911-85b8-583614891767,1,
191,S_SLYCKLEVEL3DV,Sly Creek Level 3,Sly Creek Reservoir storage level 3 decision variable,72,storage_level,false,,,1,3,1,d1858089-329d-4770-8d2c-100fc5dfc807,1,
192,S_SLYCKLEVEL4DV,Sly Creek Level 4,Sly Creek Reservoir storage level 4 decision variable,72,storage_level,false,,,1,3,1,6373fb2a-54d2-41ba-bdfd-368864a6cda6,1,
193,S_SLYCKLEVEL5DV,Sly Creek Level 5,Sly Creek Reservoir storage level 5 decision variable,72,storage_level,false,,,1,3,1,695ba881-0ce9-4cf4-89c6-efc8656a879d,1,
194,S_SPLDGLEVEL4DV,Spaulding Level 4,Spaulding Lake storage level 4 decision variable,74,storage_level,false,,,1,3,1,27e14f57-ef89-4dcf-ba3f-d514209a9e78,1,
195,S_SPLDGLEVEL5_DV,Spaulding Level 5,Spaulding Lake storage level 5 decision variable,74,storage_level,false,,,1,3,1,cc8fc276-b8d0-4236-97b1-1babea596c7f,1,
